UniProt,Position,Target
Q5VZ89,823,NP
Q5VZ89,858,NP
Q5VZ89,860,NP
Q5VZ89,861,NP
Q5VZ89,919,NP
Q5VZ89,1384,NP
Q5VZ89,1386,NP
Q5VZ89,1397,NP
Q5VZ89,1447,NP
Q5VZ89,1480,NP
Q5VZ89,1503,NP
Q5VZ89,1687,NP
Q5VZ89,1728,NP
Q5VZ89,1767,NP
Q5VZ89,1846,NP
Q5VZ89,1871,NP
Q5VZ89,1875,NP
Q6UDR6,51,NP
Q6UDR6,59,NP
Q6UDR6,95,NP
Q96PB1,6,NP
Q96PB1,16,NP
Q96PB1,43,NP
Q96PB1,51,NP
Q96PB1,74,NP
Q96PB1,101,NP
Q96PB1,184,NP
Q96PB1,205,NP
Q96PB1,213,NP
Q96PB1,290,NP
Q96PB1,327,NP
Q96PB1,331,NP
Q96PB1,397,NP
Q96PB1,408,NP
Q96PB1,416,NP
Q96PB1,445,NP
Q96PB1,457,NP
Q96PB1,467,NP
Q96PB1,473,NP
Q96PB1,478,NP
Q96PB1,488,NP
Q96PB1,512,NP
Q96PB1,515,NP
Q96PB1,516,NP
Q96PB1,529,NP
Q96PB1,569,NP
Q96PB1,594,NP
Q96PB1,605,NP
Q96PB1,617,NP
Q96PB1,654,NP
Q96PB1,691,NP
Q96PB1,696,NP
Q96PB1,715,NP
P56851,48,NP
P56851,70,NP
P56851,74,NP
P56851,93,NP
P56851,114,NP
P56851,122,NP
P56851,132,NP
O00767,88,NP
O00767,99,NP
O00767,107,NP
O00767,108,NP
O00767,128,NP
O00767,151,NP
O00767,217,NP
O00767,218,NP
O00767,236,NP
O00767,254,NP
O00767,273,NP
O00767,276,NP
O00767,300,NP
O00767,306,NP
O00767,308,NP
O00767,313,NP
O00767,334,NP
O00767,356,NP
Q7Z2T5,184,NP
Q7Z2T5,216,NP
Q7Z2T5,251,NP
Q7Z2T5,381,NP
Q7Z2T5,406,NP
Q7Z2T5,417,NP
Q7Z2T5,484,NP
Q7Z2T5,635,NP
Q7Z2T5,636,NP
Q7Z2T5,657,NP
Q7Z2T5,691,NP
Q7Z2T5,696,NP
Q9Y3Q8,19,NP
Q9Y3Q8,85,NP
Q9Y3Q8,96,NP
P0C7P3,12,NP
P0C7P3,69,NP
P0C7P3,71,NP
P0C7P3,95,NP
P0C7P3,98,NP
P0C7P3,131,NP
P0C7P3,231,NP
P0C7P3,308,NP
P0C7P3,362,NP
P0C7P3,379,NP
P0C7P3,470,NP
P0C7P3,484,NP
P0C7P3,502,NP
P0C7P3,529,NP
P0C7P3,533,NP
P0C7P3,592,NP
P0C7P3,623,NP
P0C7P3,671,NP
P0C7P3,675,NP
P0C7P3,770,NP
P0C7P3,797,NP
P0C7P3,810,NP
P0C7P3,828,NP
P0C7P3,903,NP
P0C7P3,906,NP
P0C7P3,912,NP
Q9P2I0,21,NP
Q9P2I0,73,NP
Q9P2I0,85,NP
Q9P2I0,91,NP
Q9P2I0,99,NP
Q9P2I0,102,NP
Q9P2I0,172,NP
Q9P2I0,207,NP
Q9P2I0,264,NP
Q9P2I0,274,NP
Q9P2I0,357,NP
Q9P2I0,461,NP
Q9P2I0,537,NP
Q9P2I0,540,NP
Q9P2I0,589,NP
Q9P2I0,606,NP
Q9P2I0,769,NP
Q5JQC9,4,NP
Q5JQC9,29,NP
Q5JQC9,121,NP
Q5JQC9,147,NP
Q5JQC9,156,NP
Q5JQC9,159,NP
Q5JQC9,167,NP
Q5JQC9,220,NP
Q5JQC9,276,NP
Q5JQC9,577,NP
Q5JQC9,584,NP
Q5JQC9,751,NP
Q5JQC9,816,NP
O75427,118,NP
O75427,132,NP
O75427,257,NP
O75427,531,NP
O75427,666,NP
O75427,674,NP
O75427,677,NP
O75820,30,NP
O75820,39,NP
O75820,47,NP
O75820,204,NP
O75820,208,NP
O75820,232,NP
O75820,288,NP
O75820,330,NP
O75820,372,NP
O75820,428,NP
O75820,430,NP
O75820,450,NP
O75820,484,NP
O75820,512,NP
O75820,568,NP
Q8N960,94,NP
Q8N960,112,NP
Q8N960,119,NP
Q8N960,177,NP
Q8N960,185,NP
Q8N960,222,NP
Q8N960,223,NP
Q8N960,409,NP
Q8N960,480,NP
Q8N960,509,NP
Q8N960,577,NP
Q8N960,598,NP
Q8N960,605,NP
Q8N960,651,NP
Q8N960,705,NP
Q8N960,794,NP
Q8N960,844,NP
Q8N960,918,NP
Q8N960,944,NP
Q8N960,961,NP
Q96FV9,129,NP
Q96FV9,135,NP
Q96FV9,232,NP
Q96FV9,235,NP
Q96FV9,244,NP
Q96FV9,252,NP
Q96FV9,297,NP
Q96FV9,325,NP
Q96FV9,331,NP
Q96FV9,343,NP
Q96FV9,361,NP
Q96FV9,492,NP
Q96FV9,591,NP
Q13889,71,NP
Q13889,101,NP
Q13889,174,NP
Q13889,214,NP
Q13889,226,NP
Q13889,251,NP
Q13889,266,NP
P15923,185,NP
P15923,193,NP
P15923,200,NP
P15923,210,NP
P15923,215,NP
P15923,276,NP
P15923,301,NP
P15923,340,NP
P15923,482,NP
Q8IY84,5,NP
Q8IY84,16,NP
Q8IY84,74,NP
Q8IY84,137,NP
Q8IY84,152,NP
Q8IY84,204,NP
Q8IY84,236,NP
Q8IY84,262,NP
Q8IY84,288,NP
Q8IY84,314,NP
Q8IY84,330,NP
Q8IY84,387,NP
Q8IY84,423,NP
Q9NRD5,7,NP
Q9NRD5,43,NP
Q9NRD5,48,NP
Q9NRD5,101,NP
Q9NRD5,163,NP
Q9NRD5,178,NP
Q9NRD5,238,NP
Q9NRD5,253,NP
Q9NRD5,260,NP
Q9NRD5,263,NP
Q9NRD5,275,NP
Q9NRD5,294,NP
Q9NRD5,344,NP
Q9NRD5,345,NP
Q9NRD5,371,NP
P35637,6,NP
P35637,14,NP
P35637,17,NP
P35637,25,NP
P35637,33,NP
P35637,38,NP
P35637,41,NP
P35637,50,NP
P35637,55,NP
P35637,58,NP
P35637,66,NP
P35637,75,NP
P35637,81,NP
P35637,91,NP
P35637,97,NP
P35637,100,NP
P35637,113,NP
P35637,122,NP
P35637,130,NP
P35637,136,NP
P35637,143,NP
P35637,149,NP
P35637,155,NP
P35637,161,NP
P35637,177,NP
P35637,194,NP
P35637,208,NP
P35637,479,NP
P35637,484,NP
O43242,111,NP
O43242,114,NP
O43242,166,NP
O43242,181,NP
O43242,211,NP
O43242,212,NP
O43242,213,NP
O43242,218,NP
O43242,258,NP
O43242,261,NP
O43242,288,NP
O43242,291,NP
O43242,360,NP
O43242,457,NP
O43242,467,NP
O43242,501,NP
Q8TBP0,39,NP
Q8TBP0,62,NP
Q8TBP0,66,NP
Q8TBP0,332,NP
Q8TBP0,354,NP
Q8TBP0,415,NP
Q8TBP0,441,NP
Q8TBP0,442,NP
Q8TBP0,462,NP
Q8TBP0,520,NP
Q8TBP0,523,NP
Q8TBP0,529,NP
Q8TBP0,578,NP
Q8TBP0,591,NP
Q8TBP0,635,NP
Q8TBP0,639,NP
Q8TBP0,652,NP
Q8TBP0,691,NP
Q8TBP0,737,NP
Q96PB8,70,NP
Q96PB8,238,NP
Q96LI6,62,NP
Q96LI6,123,NP
Q96LI6,141,NP
Q96LI6,184,NP
Q96LI6,307,NP
Q96LI6,325,NP
Q96LI6,335,NP
Q96LI6,349,NP
Q96LI6,359,NP
Q96LI6,396,NP
Q96LI6,400,NP
P28908,36,NP
P28908,37,NP
P28908,46,NP
P28908,73,NP
P28908,74,NP
P28908,248,NP
P28908,249,NP
P28908,303,NP
P28908,424,NP
Q5SW96,52,NP
Q5SW96,114,NP
Q5SW96,118,NP
Q5SW96,131,NP
Q96M20,8,NP
Q96M20,20,NP
Q96M20,46,NP
Q96M20,117,NP
Q96M20,120,NP
Q96M20,154,NP
Q96M20,157,NP
Q96M20,233,NP
Q96M20,266,NP
Q96M20,302,NP
Q96M20,325,NP
Q96M20,339,NP
Q96M20,411,NP
Q96M20,525,NP
Q96M20,545,NP
Q96M20,554,NP
Q96M20,569,NP
Q5VWT5,65,NP
Q5VWT5,162,NP
Q5VWT5,330,NP
Q5VWT5,336,NP
Q5VWT5,357,NP
Q5VWT5,373,NP
Q5VWT5,403,NP
Q5VWT5,496,NP
Q5VWT5,506,NP
Q5VWT5,531,NP
Q5VWT5,659,NP
Q5VWT5,711,NP
Q5VWT5,713,NP
Q969Q5,27,NP
Q969Q5,70,NP
Q969Q5,77,NP
Q969Q5,78,NP
Q969Q5,88,NP
Q969Q5,116,NP
Q969Q5,142,NP
Q969Q5,196,NP
Q969Q5,198,NP
P28072,95,NP
P28072,122,NP
P28072,124,NP
P28072,146,NP
P28072,168,NP
P28072,170,NP
P28072,172,NP
P50281,42,NP
P50281,44,NP
P50281,72,NP
P50281,112,NP
P50281,131,NP
P50281,164,NP
P50281,166,NP
P50281,203,NP
P50281,261,NP
P50281,283,NP
P50281,314,NP
P50281,353,NP
P50281,372,NP
P50281,428,NP
P50281,435,NP
P50281,436,NP
P50281,449,NP
P50281,476,NP
P50281,478,NP
P50281,483,NP
P50281,497,NP
Q8IX21,142,NP
Q8IX21,150,NP
Q8IX21,155,NP
Q8IX21,243,NP
Q8IX21,283,NP
Q8IX21,656,NP
Q8IX21,665,NP
Q8IX21,757,NP
Q8IX21,797,NP
Q8IX21,799,NP
Q8IX21,883,NP
Q8IX21,902,NP
Q8IX21,932,NP
Q8IX21,1047,NP
Q8IX21,1086,NP
Q8IX21,1087,NP
Q8IX21,1090,NP
Q8IX21,1136,NP
Q71RC2,101,NP
Q71RC2,104,NP
Q71RC2,239,NP
Q71RC2,254,NP
Q71RC2,283,NP
Q71RC2,301,NP
Q71RC2,311,NP
Q71RC2,317,NP
Q71RC2,320,NP
Q71RC2,334,NP
Q71RC2,357,NP
Q71RC2,403,NP
Q71RC2,512,NP
Q71RC2,619,NP
Q8IV36,71,NP
Q8IV36,107,NP
Q8IV36,182,NP
Q8IV36,198,NP
Q8IV36,220,NP
Q8IV36,259,NP
Q8IV36,264,NP
Q8IV36,268,NP
Q8IV36,276,NP
Q8IV36,328,NP
Q8IV36,357,NP
Q8IV36,443,NP
Q8IV36,494,NP
Q8IV36,542,NP
Q8IV36,552,NP
Q8IV36,760,NP
Q8IV36,766,NP
Q8IV36,776,NP
Q8WVC0,393,NP
Q8WVC0,394,NP
Q8WVC0,460,NP
Q8WVC0,569,NP
Q8WVC0,575,NP
Q8WVC0,594,NP
Q8WVC0,655,NP
O15547,30,NP
O15547,52,NP
O15547,224,NP
O15547,230,NP
O15547,237,NP
O15547,285,NP
O15547,294,NP
O15547,317,NP
O15547,361,NP
O15547,369,NP
O15547,374,NP
O95478,14,NP
O95478,16,NP
O95478,20,NP
O95478,50,NP
O95478,89,NP
O95478,167,NP
O95478,208,NP
O95478,241,NP
Q5SGD2,18,NP
Q5SGD2,38,NP
Q5SGD2,96,NP
Q5SGD2,138,NP
Q5SGD2,154,NP
Q5SGD2,165,NP
Q5SGD2,234,NP
Q5SGD2,270,NP
Q5SGD2,337,NP
Q15853,66,NP
Q15853,79,NP
Q15853,169,NP
Q15853,197,NP
Q15853,286,NP
Q15036,20,NP
Q15036,23,NP
Q15036,159,NP
Q15036,186,NP
Q15036,197,NP
Q15036,205,NP
Q15036,210,NP
Q15036,225,NP
Q15036,269,NP
Q15036,271,NP
Q15036,352,NP
Q9GZR7,383,NP
Q9GZR7,457,NP
Q9GZR7,497,NP
Q9GZR7,578,NP
Q9GZR7,580,NP
Q9GZR7,581,NP
Q9GZR7,586,NP
Q9GZR7,662,NP
Q9GZR7,671,NP
Q9GZR7,721,NP
Q9GZR7,740,NP
Q9GZR7,768,NP
Q9GZR7,809,NP
Q53HC9,9,NP
Q53HC9,39,NP
Q53HC9,84,NP
Q53HC9,221,NP
Q53HC9,243,NP
Q53HC9,343,NP
Q53HC9,351,NP
Q53HC9,368,NP
Q53HC9,383,NP
O94763,58,NP
O94763,74,NP
O94763,296,NP
O94763,336,NP
O94763,392,NP
Q96C45,7,NP
Q96C45,19,NP
Q96C45,65,NP
Q96C45,185,NP
Q96C45,210,NP
Q96C45,414,NP
Q96C45,491,NP
Q96C45,606,NP
Q96C45,654,NP
Q96C45,709,NP
Q96C45,758,NP
Q96C45,762,NP
Q96C45,778,NP
Q96C45,798,NP
Q96C45,874,NP
Q96C45,917,NP
Q96C45,924,NP
Q96C45,931,NP
Q96C45,994,NP
Q96C45,1007,NP
Q96C45,1073,NP
Q96C45,1121,NP
Q96C45,1187,NP
Q86TY3,186,NP
Q86TY3,279,NP
Q86TY3,443,NP
Q86TY3,602,NP
Q86TY3,681,NP
Q86TY3,710,NP
Q86TY3,733,NP
O95931,28,NP
O95931,39,NP
O95931,57,NP
O95931,69,NP
O95931,148,NP
Q96FG2,30,NP
Q96FG2,138,NP
Q96FG2,179,NP
Q96FG2,288,NP
Q96FG2,334,NP
Q96FG2,352,NP
Q9NPG3,132,NP
Q9NPG3,145,NP
Q9NPG3,157,NP
Q9NPG3,161,NP
Q9NPG3,209,NP
Q9NPG3,411,NP
Q9NPG3,413,NP
Q9NPG3,435,NP
Q9NPG3,463,NP
Q9NPG3,760,NP
Q9NPG3,899,NP
Q9NPG3,1027,NP
Q96FT7,210,NP
Q96FT7,219,NP
Q96FT7,284,NP
Q96FT7,323,NP
Q96FT7,326,NP
Q96FT7,362,NP
Q96FT7,390,NP
Q96FT7,415,NP
Q96FT7,437,NP
Q96FT7,440,NP
Q96FT7,488,NP
Q96FT7,505,NP
Q96FT7,510,NP
Q96FT7,516,NP
Q96FT7,542,NP
Q96FT7,572,NP
Q96FT7,574,NP
A2RTY3,3,NP
A2RTY3,19,NP
A2RTY3,24,NP
A2RTY3,45,NP
A2RTY3,71,NP
A2RTY3,73,NP
A2RTY3,80,NP
A2RTY3,87,NP
A2RTY3,108,NP
A2RTY3,167,NP
Q8NER1,113,NP
Q8NER1,247,NP
Q8NER1,352,NP
Q8NER1,375,NP
Q8NER1,383,NP
Q8NER1,402,NP
Q8NER1,436,NP
Q8NER1,442,NP
Q8NER1,445,NP
Q8NER1,454,NP
Q8NER1,455,NP
Q8NER1,472,NP
Q8NER1,487,NP
Q8NER1,511,NP
Q8NER1,530,NP
Q8NER1,537,NP
Q8NER1,554,NP
Q8NER1,555,NP
Q8NER1,565,NP
Q8NER1,584,NP
Q8NER1,628,NP
Q8NER1,632,NP
Q8NER1,654,NP
Q8NER1,667,NP
Q8NER1,672,NP
Q8NER1,731,NP
Q8NER1,739,NP
Q96Q42,63,NP
Q96Q42,92,NP
Q96Q42,113,NP
Q96Q42,130,NP
Q96Q42,339,NP
Q96Q42,348,NP
Q96Q42,411,NP
Q96Q42,425,NP
Q96Q42,513,NP
Q96Q42,569,NP
Q96Q42,581,NP
Q96Q42,621,NP
Q96Q42,636,NP
Q96Q42,637,NP
Q96Q42,669,NP
Q96Q42,680,NP
Q96Q42,691,NP
Q96Q42,706,NP
Q96Q42,747,NP
Q96Q42,782,NP
Q96Q42,785,NP
Q96Q42,847,NP
Q96Q42,865,NP
Q96Q42,875,NP
Q96Q42,891,NP
Q96Q42,1017,NP
Q96Q42,1036,NP
Q96Q42,1049,NP
Q96Q42,1072,NP
Q96Q42,1087,NP
Q96Q42,1100,NP
Q96Q42,1115,NP
Q96Q42,1117,NP
Q96Q42,1163,NP
Q96Q42,1175,NP
Q96Q42,1197,NP
Q96Q42,1198,NP
Q96Q42,1221,NP
Q96Q42,1244,NP
Q96Q42,1248,NP
Q96Q42,1263,NP
Q96Q42,1269,NP
Q96Q42,1365,NP
Q96Q42,1371,NP
Q96Q42,1418,NP
Q96Q42,1486,NP
Q96Q42,1493,NP
Q96Q42,1504,NP
Q96Q42,1607,NP
Q96Q42,1631,NP
Q96Q42,1648,NP
Q96Q42,1649,NP
Q96JS3,2,NP
Q96JS3,52,NP
Q96JS3,107,NP
Q96JS3,136,NP
Q96JS3,149,NP
Q96JS3,333,NP
Q96JS3,442,NP
Q96JS3,478,NP
Q96JS3,536,NP
Q96JS3,542,NP
Q96JS3,543,NP
Q96JS3,568,NP
Q96JS3,579,NP
Q96JS3,586,NP
Q96JS3,620,NP
Q96JS3,622,NP
Q96JS3,673,NP
Q96JS3,690,NP
Q96JS3,732,NP
Q96JS3,749,NP
Q96JS3,759,NP
Q96JS3,765,NP
P11172,76,NP
P11172,103,NP
P11172,326,NP
P11172,382,NP
P11172,474,NP
Q6ZU67,18,NP
Q6ZU67,24,NP
Q6ZU67,41,NP
Q6ZU67,86,NP
Q6ZU67,138,NP
Q6ZU67,208,NP
Q6ZU67,235,NP
Q6ZU67,256,NP
Q6ZU67,273,NP
Q6ZU67,322,NP
Q6ZU67,360,NP
Q6ZU67,391,NP
Q6ZU67,417,NP
Q6ZU67,430,NP
Q6ZU67,511,NP
Q12934,2,NP
Q12934,6,NP
Q12934,15,NP
Q12934,127,NP
Q12934,186,NP
Q12934,260,NP
Q12934,267,NP
Q12934,290,NP
Q12934,309,NP
Q12934,445,NP
Q12934,465,NP
Q12934,479,NP
Q12934,485,NP
Q12934,506,NP
Q12934,619,NP
P24462,23,NP
P24462,25,NP
P24462,57,NP
P24462,65,NP
P24462,68,NP
P24462,99,NP
P24462,152,NP
P24462,179,NP
P24462,307,NP
P24462,319,NP
P24462,347,NP
P24462,355,NP
P24462,399,NP
P24462,407,NP
P24462,430,NP
P16284,76,NP
P16284,83,NP
P16284,94,NP
P16284,102,NP
P16284,107,NP
P16284,123,NP
P16284,302,NP
P16284,384,NP
P16284,415,NP
P16284,442,NP
P16284,474,NP
P16284,534,NP
P16284,537,NP
P16284,546,NP
P16284,570,NP
P16284,571,NP
Q8TD26,32,NP
Q8TD26,62,NP
Q8TD26,247,NP
Q8TD26,319,NP
Q8TD26,322,NP
Q8TD26,374,NP
Q8TD26,398,NP
Q8TD26,407,NP
Q8TD26,455,NP
Q8TD26,464,NP
Q8TD26,477,NP
Q8TD26,539,NP
Q8TD26,552,NP
Q8TD26,556,NP
Q8TD26,710,NP
Q8TD26,711,NP
Q8TD26,818,NP
Q8TD26,824,NP
Q8TD26,826,NP
Q8TD26,905,NP
Q8TD26,913,NP
Q8TD26,961,NP
Q8TD26,1057,NP
Q8TD26,1092,NP
Q8TD26,1140,NP
Q8TD26,1145,NP
Q8TD26,1218,NP
Q8TD26,1269,NP
Q8TD26,1294,NP
Q8TD26,1297,NP
Q8TD26,1405,NP
Q8TD26,1426,NP
Q8TD26,1498,NP
Q8TD26,1526,NP
Q8TD26,1570,NP
Q8TD26,1599,NP
Q8TD26,1612,NP
Q8TD26,1615,NP
Q8TD26,1633,NP
Q8TD26,1708,NP
Q8TD26,1963,NP
Q8TD26,2013,NP
Q8TD26,2033,NP
Q8TD26,2044,NP
Q8TD26,2048,NP
Q8TD26,2086,NP
Q8TD26,2119,NP
Q8TD26,2368,NP
Q8TD26,2623,NP
Q6ZWK6,3,NP
Q6ZWK6,18,NP
Q6ZWK6,76,NP
Q6ZWK6,285,NP
Q6ZWK6,364,NP
Q6ZWK6,395,NP
Q6ZWK6,402,NP
Q6ZWK6,422,NP
Q6ZWK6,428,NP
O00541,9,NP
O00541,17,NP
O00541,44,NP
O00541,85,NP
O00541,96,NP
O00541,114,NP
O00541,124,NP
O00541,171,NP
O00541,189,NP
O00541,190,NP
O00541,205,NP
O00541,217,NP
O00541,227,NP
O00541,239,NP
O00541,246,NP
O00541,366,NP
O00541,392,NP
O00541,413,NP
O00541,546,NP
P13804,105,NP
P13804,275,NP
P13804,313,NP
P78324,80,NP
P78324,119,NP
P78324,120,NP
P78324,207,NP
P78324,279,NP
P78324,310,NP
P78324,373,NP
P78324,392,NP
Q9BVS4,11,NP
Q9BVS4,73,NP
Q9BVS4,80,NP
Q9BVS4,82,NP
Q9BVS4,110,NP
Q9BVS4,164,NP
Q9BVS4,169,NP
Q9BVS4,194,NP
Q9BVS4,209,NP
Q9BVS4,261,NP
Q9BVS4,279,NP
Q9BVS4,305,NP
Q9BVS4,477,NP
Q9HC24,8,NP
Q9HC24,39,NP
Q9HC24,58,NP
Q9HC24,94,NP
Q9HC24,99,NP
Q9HC24,119,NP
Q9HC24,122,NP
Q9HC24,141,NP
Q9HC24,174,NP
Q9HC24,196,NP
Q9HC24,210,NP
Q9HC24,218,NP
Q96MC2,58,NP
Q96MC2,73,NP
Q96MC2,189,NP
Q96MC2,223,NP
Q96MC2,269,NP
Q96MC2,284,NP
Q96MC2,309,NP
Q96MC2,318,NP
Q96MC2,355,NP
Q96MC2,373,NP
Q96MC2,480,NP
Q96MC2,524,NP
Q96MC2,544,NP
Q96MC2,553,NP
Q96MC2,661,NP
Q96MC2,681,NP
Q96MC2,687,NP
Q96MC2,718,NP
Q9NZC9,141,NP
Q9NZC9,206,NP
Q9NZC9,254,NP
Q9NZC9,270,NP
Q9NZC9,284,NP
Q9NZC9,342,NP
Q9NZC9,349,NP
Q9NZC9,365,NP
Q9NZC9,475,NP
Q9NZC9,591,NP
Q9NZC9,612,NP
Q9NZC9,624,NP
Q9NZC9,716,NP
Q9NZC9,831,NP
Q9NZC9,841,NP
Q9NZC9,883,NP
Q6ZVX9,63,NP
Q6ZVX9,125,NP
Q6ZVX9,155,NP
Q6ZVX9,158,NP
Q6ZVX9,163,NP
Q6ZVX9,164,NP
Q6ZVX9,172,NP
Q6ZVX9,173,NP
Q6ZVX9,174,NP
Q6ZVX9,175,NP
Q6ZVX9,191,NP
Q6ZVX9,238,NP
Q6ZVX9,278,NP
Q6ZVX9,281,NP
Q6ZVX9,323,NP
Q6ZVX9,327,NP
Q6ZVX9,328,NP
Q6ZVX9,352,NP
Q96EP1,104,NP
Q96EP1,107,NP
Q96EP1,118,NP
Q96EP1,120,NP
Q96EP1,329,NP
Q96EP1,362,NP
Q96EP1,425,NP
Q96EP1,434,NP
Q96EP1,474,NP
Q96EP1,521,NP
Q96EP1,530,NP
Q96EP1,555,NP
Q96EP1,563,NP
Q96EP1,602,NP
Q96EP1,614,NP
Q96EP1,616,NP
Q96EP1,636,NP
O15550,80,NP
O15550,109,NP
O15550,116,NP
O15550,119,NP
O15550,120,NP
O15550,126,NP
O15550,134,NP
O15550,140,NP
O15550,143,NP
O15550,158,NP
O15550,183,NP
O15550,215,NP
O15550,221,NP
O15550,228,NP
O15550,268,NP
O15550,272,NP
O15550,288,NP
O15550,294,NP
O15550,307,NP
O15550,328,NP
O15550,341,NP
O15550,362,NP
O15550,375,NP
O15550,396,NP
O15550,609,NP
O15550,890,NP
O15550,944,NP
O15550,1035,NP
O15550,1038,NP
O15550,1135,NP
O15550,1173,NP
O15550,1201,NP
O15550,1208,NP
O15550,1249,NP
O15550,1256,NP
O15550,1294,NP
O15550,1330,NP
O15550,1354,NP
O15550,1378,NP
O15550,1387,NP
P19474,135,NP
P19474,328,NP
P19474,343,NP
P19474,388,NP
P19474,413,NP
P19474,421,NP
P19474,431,NP
P19474,475,NP
Q9H222,45,NP
Q9H222,75,NP
Q9H222,131,NP
Q9H222,150,NP
Q9H222,188,NP
Q9H222,289,NP
Q9H222,301,NP
Q9H222,329,NP
Q9H222,424,NP
Q9H222,432,NP
Q9H222,458,NP
Q9H222,467,NP
Q9H222,487,NP
Q9H222,501,NP
Q9H222,564,NP
Q9H222,570,NP
Q9H222,581,NP
Q9H222,628,NP
Q9UFC0,131,NP
Q9UFC0,179,NP
Q9UFC0,413,NP
Q9UFC0,429,NP
Q9UFC0,556,NP
Q9UFC0,580,NP
Q9UFC0,631,NP
Q9H2H9,66,NP
Q9H2H9,117,NP
Q9H2H9,165,NP
Q9H2H9,191,NP
Q9H2H9,217,NP
Q9H2H9,220,NP
Q9H2H9,238,NP
Q9H2H9,268,NP
Q9H2H9,277,NP
Q9H2H9,296,NP
Q9H2H9,322,NP
Q9H2H9,330,NP
Q9H2H9,334,NP
Q9H2H9,345,NP
Q9H2H9,438,NP
Q9H2H9,475,NP
O75821,171,NP
O75821,269,NP
O75821,305,NP
P31645,95,NP
P31645,107,NP
P31645,110,NP
P31645,121,NP
P31645,134,NP
P31645,163,NP
P31645,171,NP
P31645,175,NP
P31645,176,NP
P31645,185,NP
P31645,186,NP
P31645,212,NP
P31645,232,NP
P31645,267,NP
P31645,289,NP
P31645,312,NP
P31645,350,NP
P31645,358,NP
P31645,385,NP
P31645,410,NP
P31645,487,NP
P31645,495,NP
P31645,516,NP
P31645,568,NP
P31645,570,NP
P31645,572,NP
P31645,579,NP
P31645,592,NP
P31645,595,NP
Q14722,71,NP
Q14722,129,NP
Q14722,142,NP
Q14722,172,NP
Q14722,203,NP
Q14722,251,NP
Q14722,269,NP
Q14722,285,NP
Q14722,307,NP
Q14722,322,NP
Q14722,412,NP
Q14722,417,NP
P51811,28,NP
P51811,90,NP
P51811,157,NP
P51811,182,NP
P51811,196,NP
P51811,199,NP
P51811,208,NP
P51811,251,NP
P51811,287,NP
P51811,315,NP
P51811,320,NP
P51811,321,NP
P51811,336,NP
P51811,343,NP
P51811,345,NP
P51811,359,NP
P51811,370,NP
O15496,62,NP
O15496,65,NP
O15496,92,NP
O15496,145,NP
O15496,149,NP
O15496,152,NP
Q9Y2W2,96,NP
Q9Y2W2,215,NP
O94903,58,NP
P35219,31,NP
P35219,61,NP
P35219,74,NP
P35219,113,NP
P35219,191,NP
P35219,215,NP
P35219,218,NP
P35219,238,NP
Q15063,56,NP
Q15063,64,NP
Q15063,77,NP
Q15063,102,NP
Q15063,116,NP
Q15063,134,NP
Q15063,199,NP
Q15063,303,NP
Q15063,403,NP
Q15063,444,NP
Q15063,462,NP
Q15063,565,NP
Q15063,629,NP
Q15063,650,NP
Q15063,669,NP
Q15063,733,NP
Q15063,762,NP
Q99661,303,NP
Q99661,325,NP
Q99661,347,NP
Q99661,390,NP
Q99661,574,NP
Q99661,581,NP
Q99661,674,NP
Q9H4I3,76,NP
Q9H4I3,262,NP
Q9H4I3,265,NP
Q9H4I3,344,NP
Q9H4I3,347,NP
Q9H4I3,365,NP
Q5T4D3,38,NP
Q5T4D3,84,NP
Q5T4D3,96,NP
Q5T4D3,97,NP
Q5T4D3,135,NP
Q5T4D3,188,NP
Q5T4D3,285,NP
Q5T4D3,318,NP
Q5T4D3,320,NP
Q5T4D3,321,NP
Q5T4D3,415,NP
Q5T4D3,421,NP
Q5T4D3,486,NP
Q5T4D3,504,NP
Q5T4D3,505,NP
Q5T4D3,515,NP
Q5T4D3,573,NP
Q5T4D3,668,NP
Q5T4D3,688,NP
Q5T4D3,696,NP
Q5T4D3,709,NP
Q5T4D3,726,NP
P35527,10,NP
P35527,53,NP
P35527,73,NP
P35527,105,NP
P35527,127,NP
P35527,167,NP
P35527,189,NP
P35527,201,NP
P35527,204,NP
P35527,278,NP
P35527,330,NP
P35527,345,NP
P35527,405,NP
P35527,437,NP
P35527,454,NP
P35527,506,NP
P35527,534,NP
P35527,558,NP
P35527,572,NP
P35527,600,NP
P35527,613,NP
Q8N3Z0,81,NP
Q8N3Z0,84,NP
Q8N3Z0,177,NP
Q8N3Z0,275,NP
Q8N3Z0,277,NP
Q8N3Z0,322,NP
Q8N3Z0,336,NP
Q8N3Z0,338,NP
Q8N3Z0,351,NP
Q8N3Z0,370,NP
Q8N3Z0,385,NP
Q8N3Z0,396,NP
Q8N3Z0,412,NP
Q06323,177,NP
Q06323,197,NP
Q06323,223,NP
O00522,11,NP
O00522,33,NP
O00522,71,NP
O00522,123,NP
O00522,133,NP
O00522,195,NP
O00522,210,NP
O00522,240,NP
O00522,327,NP
O00522,331,NP
O00522,419,NP
O00522,425,NP
O00522,460,NP
O00522,477,NP
O00522,537,NP
O00522,544,NP
O00522,563,NP
O00522,566,NP
O00522,635,NP
O00522,683,NP
Q6ZVL6,355,NP
Q6ZVL6,382,NP
Q6ZVL6,425,NP
Q6ZVL6,523,NP
Q6ZVL6,524,NP
Q6ZVL6,596,NP
